item_id,merchant_id,item_name,category,selling_price,food_cost,contribution_margin,is_active,created_at
I0086,M0053,Chicken Fried Rice,Chinese,239,100,139,1,2019-03-25 17:20:20
I0087,M0095,Manchurian,Chinese,209,85,124,1,2023-07-08 14:45:00
I0088,M0046,Gobi Manchurian,Chinese,189,75,114,1,2020-02-19 19:35:40
I0089,M0011,Chilli Paneer,Chinese,249,105,144,1,2022-10-05 11:10:15
I0090,M0077,Chilli Chicken,Chinese,269,115,154,1,2021-05-22 16:25:50
I0091,M0030,Honey Chilli Potato,Chinese,199,80,119,1,2019-12-10 20:55:35
I0092,M0080,Veg Spring Roll,Chinese,179,70,109,1,2024-01-15 13:15:10
I0093,M0001,Chicken Spring Roll,Chinese,229,95,134,1,2020-08-30 18:40:45
I0094,M0062,Schezwan Soup,Chinese,179,70,109,1,2023-04-12 15:05:25
I0095,M0023,Hot and Sour Soup,Chinese,179,75,104,1,2021-11-25 19:50:00
I0096,M0090,Clear Chicken Soup,Chinese,189,80,109,0,2019-07-04 12:20:55
I0097,M0056,Paneer Chilli,Chinese,249,100,149,1,2022-03-18 17:35:20
I0098,M0039,Drums of Heaven,Chinese,289,120,169,1,2020-05-05 14:10:40
I0099,M0074,Mixed Veg Manchurian,Chinese,209,85,124,1,2024-06-08 21:25:15
I0100,M0015,Paneer Manchurian,Chinese,239,100,139,1,2021-09-14 11:45:50
I0101,M0042,Coca Cola,Beverages,60,20,40,1,2019-10-22 16:05:30
I0102,M0088,Pepsi,Beverages,60,20,40,1,2023-08-05 19:15:05
I0103,M0003,Lemon Soda,Beverages,80,25,55,1,2020-01-12 13:30:45
I0104,M0067,Cold Coffee,Beverages,120,40,80,1,2022-06-25 18:50:20
I0105,M0027,Iced Tea,Beverages,110,35,75,1,2021-04-08 14:10:55
I0106,M0091,Mango Shake,Beverages,150,55,95,1,2019-11-15 20:35:40
I0107,M0045,Chocolate Shake,Beverages,160,60,100,1,2024-02-28 12:20:10
I0108,M0012,Oreo Shake,Beverages,160,65,95,1,2020-07-02 17:45:50
I0109,M0075,Lassi,Beverages,90,30,60,1,2023-05-18 15:05:25
I0110,M0033,Masala Chaas,Beverages,70,20,50,1,2021-12-04 19:30:00
I0111,M0084,Filter Coffee,Beverages,50,15,35,1,2019-02-20 11:55:45
I0112,M0055,Masala Chai,Beverages,40,10,30,1,2022-09-14 16:15:20
I0113,M0008,Green Tea,Beverages,60,15,45,1,2020-04-28 21:40:05
I0114,M0099,Mineral Water,Beverages,40,10,30,1,2024-01-05 14:25:35
I0115,M0048,Nimbu Pani,Beverages,50,15,35,1,2021-07-19 18:50:10
I0116,M0071,Butterscotch Shake,Beverages,150,50,100,0,2019-08-11 13:10:50
I0117,M0022,Badam Milk,Beverages,120,45,75,1,2023-03-22 17:35:25
I0118,M0060,Rose Milk,Beverages,100,35,65,1,2020-10-08 11:05:00
I0119,M0019,Cold Lime Soda,Beverages,80,25,55,1,2022-02-15 15:20:40
I0120,M0038,Ginger Lemon,Beverages,90,30,60,1,2021-09-30 20:45:15
I0121,M0082,Gulab Jamun,Desserts,90,35,55,1,2019-05-12 14:15:55
I0122,M0054,Rasgulla,Desserts,100,40,60,1,2023-11-25 18:40:30
I0123,M0011,Brownie,Desserts,120,45,75,1,2020-06-08 12:55:10
I0124,M0076,Chocolate Lava Cake,Desserts,140,55,85,1,2022-01-20 17:20:45
I0125,M0029,Ice Cream Sundae,Desserts,160,60,100,1,2021-08-04 15:35:20
I0126,M0093,Kulfi Falooda,Desserts,150,55,95,1,2019-12-18 20:05:00
I0127,M0044,Caramel Custard,Desserts,130,50,80,1,2024-04-15 13:25:35
I0128,M0017,Jalebi,Desserts,80,30,50,1,2020-03-02 19:50:15
I0129,M0061,Rabri,Desserts,110,40,70,1,2023-09-10 11:10:50
I0130,M0035,Rasmalai,Desserts,120,45,75,1,2021-02-24 16:35:25
I0131,M0089,Mango Cheesecake,Desserts,180,70,110,1,2019-07-14 21:05:05
I0132,M0050,Chocolate Mousse,Desserts,140,55,85,1,2022-08-28 14:20:40
I0133,M0005,Tiramisu,Desserts,180,75,105,1,2020-11-11 18:45:15
I0134,M0078,Apple Pie,Desserts,150,60,90,0,2024-02-05 12:15:55
I0135,M0024,Banana Fritters,Desserts,100,35,65,1,2021-06-19 17:40:30
I0136,M0097,Shahi Tukda,Desserts,130,50,80,1,2019-09-05 15:00:00
I0137,M0014,Kheer,Desserts,90,30,60,1,2023-01-18 20:25:45
I0138,M0068,Pista Roll,Desserts,110,45,65,1,2020-05-30 13:50:20
I0139,M0041,Milk Cake,Desserts,120,45,75,1,2022-10-12 18:15:55
I0140,M0032,Butterscotch Pudding,Desserts,140,55,85,1,2021-04-26 11:30:10
I0141,M0085,French Fries,Snacks,90,35,55,1,2019-11-08 16:55:40
I0142,M0059,Masala Fries,Snacks,110,45,65,1,2023-06-22 19:20:25
I0143,M0021,Veg Cutlet,Snacks,70,30,40,1,2020-01-05 14:40:00
I0144,M0073,Paneer Pakora,Snacks,120,50,70,1,2022-05-18 17:05:35
I0145,M0010,Chicken Nuggets,Snacks,140,60,80,1,2021-10-02 12:30:15
I0146,M0096,Samosa,Snacks,50,20,30,1,2019-03-15 18:55:50
I0147,M0049,Vada Pav,Snacks,60,25,35,1,2024-03-28 15:10:20
I0148,M0037,Aloo Tikki,Snacks,70,25,45,1,2020-08-11 20:35:05
I0149,M0065,Spring Roll,Snacks,100,40,60,1,2023-02-24 13:50:40
I0150,M0002,Corn Chaat,Snacks,80,30,50,1,2021-07-08 18:15:15
I0151,M0081,Pani Puri,Snacks,50,20,30,1,2019-12-20 11:40:55
I0152,M0052,Bhel Puri,Snacks,60,20,40,1,2022-09-05 16:05:30
I0153,M0026,Sev Puri,Snacks,70,25,45,1,2020-04-18 21:30:00
I0154,M0094,Loaded Nachos,Snacks,130,55,75,0,2024-01-10 14:55:45
I0155,M0018,Cheesy Garlic Bread,Snacks,140,60,80,1,2021-11-22 19:20:20
I0156,M0070,Chicken Shawarma,Snacks,120,50,70,1,2019-06-05 12:45:50
I0157,M0043,Veg Sandwich,Snacks,80,30,50,1,2023-08-18 17:10:35
I0158,M0007,Grilled Sandwich,Snacks,110,45,65,1,2020-02-02 14:35:10
I0159,M0087,Masala Peanuts,Snacks,60,20,40,1,2022-04-15 19:00:45
I0160,M0031,Popcorn Chicken,Snacks,130,55,75,1,2021-09-28 11:25:25
I0161,M0057,Idli (2pcs),South Indian,60,20,40,1,2019-10-12 16:50:00
I0162,M0013,Masala Dosa,South Indian,100,35,65,1,2023-05-25 19:15:35
I0163,M0098,Plain Dosa,South Indian,80,25,55,1,2020-01-08 14:40:10
I0164,M0066,Rava Dosa,South Indian,110,40,70,1,2022-06-20 17:05:45
I0165,M0040,Uttapam,South Indian,100,35,65,1,2021-03-05 12:30:20
I0166,M0004,Medu Vada,South Indian,70,25,45,1,2019-08-18 18:55:55
I0167,M0079,Pongal,South Indian,90,30,60,1,2024-02-28 15:20:30
I0168,M0025,Curry Dosa,South Indian,130,50,80,1,2020-09-11 20:45:05
I0169,M0051,Onion Rava Dosa,South Indian,120,45,75,1,2023-04-24 13:10:40
I0170,M0092,Set Dosa,South Indian,90,30,60,1,2021-11-06 18:35:15
I0171,M0016,Egg Dosa,South Indian,120,45,75,1,2019-04-20 11:00:50
I0172,M0069,Paper Dosa,South Indian,140,50,90,1,2022-08-02 16:25:25
I0173,M0036,Ghee Roast,South Indian,150,60,90,1,2020-03-15 21:50:00
I0174,M0083,Sambar Rice,South Indian,100,35,65,0,2024-05-18 14:15:35
I0175,M0009,Coconut Chutney,South Indian,60,15,45,1,2021-12-28 19:40:10
I0176,M0058,Pesarattu,South Indian,110,40,70,1,2019-07-10 12:05:45
I0177,M0100,Kanchipuram Idli,South Indian,80,25,55,1,2023-10-22 17:30:20
I0178,M0028,Masala Uttapam,South Indian,120,45,75,1,2020-06-05 14:55:55
I0179,M0072,Filter Kaapi Combo,South Indian,90,30,60,1,2022-01-18 20:20:30
I0180,M0047,Tomato Chutney,South Indian,60,15,45,1,2021-08-30 15:45:05
I0181,M0006,Burger + Fries Combo,Combos,229,110,119,1,2019-02-14 18:10:40
I0182,M0063,Pizza + Coke Combo,Combos,349,170,179,1,2023-12-25 13:35:15
I0183,M0034,Biryani + Raita Combo,Combos,329,160,169,1,2020-05-08 19:00:50
I0184,M0086,Meal for Two,Combos,399,195,204,1,2022-10-20 14:25:25
I0185,M0020,Family Feast,Combos,599,290,309,1,2021-03-02 11:50:00
I0186,M0053,Afternoon Snack Combo,Combos,179,85,94,1,2019-08-15 16:15:35
I0187,M0095,Breakfast Combo,Combos,149,70,79,1,2024-03-10 21:40:10
I0188,M0046,Kids Combo,Combos,199,95,104,1,2020-11-22 15:05:45
I0189,M0011,Weekend Special Combo,Combos,379,185,194,1,2023-01-05 12:30:20
I0190,M0077,Student Combo,Combos,149,70,79,0,2021-06-18 17:55:55
I0191,M0030,Lunch Thali Combo,Combos,249,120,129,1,2019-04-02 20:20:30
I0192,M0080,Dinner Thali Combo,Combos,299,145,154,1,2022-09-14 14:45:05
I0193,M0001,Movie Night Combo,Combos,349,170,179,1,2020-02-28 19:10:40
I0194,M0062,Chilly Chicken Combo,Combos,299,145,154,1,2024-06-10 16:35:15
I0195,M0023,Veg Delight Combo,Combos,229,110,119,1,2021-11-25 11:00:50
I0196,M0090,Protein Combo,Combos,329,160,169,1,2019-07-08 13:25:25
I0197,M0056,Low Carb Combo,Combos,249,120,129,1,2023-05-20 18:50:00
I0198,M0039,Festival Special Combo,Combos,399,195,204,1,2020-10-05 15:15:35
I0199,M0074,Combo Saver,Combos,179,85,94,1,2022-04-18 20:40:10
I0200,M0015,Value Meal Combo,Combos,199,95,104,1,2021-09-02 12:05:45
