item_id,merchant_id,item_name,category,selling_price,food_cost,contribution_margin,is_active,created_at
I0025,M021,Idli Sambar,South Indian,76,16,60,1,2022-05-06 18:33:19
I0026,M015,Dal Makhani,Indian Main Course,201,70,131,1,2022-08-16 14:25:18
I0027,M027,Double Patty Burger,Burger,284,126,158,1,2024-03-01 17:40:45
I0028,M010,Chicken Biryani,Biryani,245,70,175,1,2022-10-12 22:51:27
I0029,M022,Chicken Biryani,Biryani,271,78,193,1,2023-03-03 12:43:39
I0030,M009,Pepperoni Pizza,Pizza,514,198,316,1,2025-01-22 17:59:24
I0031,M038,Veg Biryani,Biryani,328,105,223,1,2023-12-30 04:35:02
I0032,M008,Samosa,Snacks,92,23,69,1,2025-02-01 04:27:02
I0033,M013,Chilli Chicken,Chinese,148,39,109,1,2024-02-11 03:18:48
I0034,M033,Garlic Bread,Snacks,182,61,121,1,2023-03-31 11:17:24
I0035,M040,Gajar Halwa,Desserts,235,59,176,1,2024-06-17 05:51:00
I0036,M047,Hakka Noodles,Chinese,292,81,211,1,2023-12-02 19:07:52
I0037,M009,Chicken 65,Snacks,118,39,79,1,2023-07-09 11:51:11
I0038,M016,Egg Biryani,Biryani,306,101,205,1,2023-04-04 17:14:36
I0039,M036,Medu Vada,South Indian,131,38,93,1,2022-12-31 23:05:27
I0040,M033,Veg Manchurian,Chinese,335,102,233,0,2023-11-11 15:02:55
I0041,M019,Gajar Halwa,Desserts,163,46,117,1,2022-03-04 13:20:51
I0042,M030,Margherita Pizza,Pizza,455,171,284,1,2024-11-26 08:23:35
I0043,M012,Mango Lassi,Beverages,50,11,39,1,2022-01-02 20:36:28
I0044,M002,Veggie Burger,Burger,169,77,92,1,2022-09-18 08:19:34
I0045,M006,Palak Paneer,Indian Main Course,80,24,56,1,2022-11-08 10:47:46
I0046,M039,Uttapam,South Indian,75,16,59,1,2024-08-14 12:12:53
I0047,M050,Margherita Pizza,Pizza,565,199,366,1,2025-01-21 01:04:24
I0048,M019,Mango Lassi,Beverages,133,20,113,1,2023-10-15 16:59:08
I0049,M001,Spring Rolls,Chinese,333,110,223,1,2023-07-02 07:57:46
I0050,M032,Double Patty Burger,Burger,284,137,147,1,2023-02-11 07:02:14
I0051,M048,Vada Pav,Snacks,51,16,35,1,2022-06-06 01:46:34
I0052,M030,Chocolate Brownie,Desserts,197,45,152,1,2023-04-10 05:43:44
I0053,M004,Chilli Chicken,Chinese,340,93,247,1,2023-04-03 20:14:16
I0054,M008,Masala Dosa,South Indian,179,50,129,1,2022-03-09 04:22:38
I0055,M042,Veg Manchurian,Chinese,254,85,169,1,2024-06-12 06:28:24
I0056,M032,Gajar Halwa,Desserts,194,44,150,1,2022-08-15 13:25:02
I0057,M023,Idli Sambar,South Indian,149,40,109,1,2024-05-26 01:20:08
I0058,M015,Medu Vada,South Indian,171,34,137,1,2025-01-10 00:09:54
I0059,M022,Palak Paneer,Indian Main Course,308,106,202,1,2023-10-01 15:46:57
I0060,M047,Veg Biryani,Biryani,277,89,188,1,2022-06-02 20:33:50
I0061,M017,Medu Vada,South Indian,168,41,127,1,2024-06-07 12:57:59
I0062,M027,Paneer Tikka Pizza,Pizza,373,156,217,1,2023-09-23 09:08:00
I0063,M007,Mutton Biryani,Biryani,382,100,282,1,2023-07-31 08:34:17
I0064,M042,Ice Cream,Desserts,213,61,152,1,2023-09-30 22:47:14
I0065,M019,Ice Cream,Desserts,244,73,171,0,2022-07-15 15:53:27
I0066,M037,Veggie Burger,Burger,200,94,106,1,2022-05-10 17:32:08
I0067,M005,Egg Biryani,Biryani,471,156,315,1,2024-01-29 03:18:52
I0068,M042,Chicken Biryani,Biryani,293,78,215,1,2023-04-29 06:58:25
I0069,M039,Coke,Beverages,142,34,108,1,2025-01-05 14:27:13
I0070,M040,Margherita Pizza,Pizza,334,118,216,1,2023-02-24 06:34:57
I0071,M037,Pepperoni Pizza,Pizza,383,140,243,1,2023-12-16 13:56:39
I0072,M039,Mango Lassi,Beverages,75,12,63,1,2022-06-29 19:56:21
I0073,M039,Vada Pav,Snacks,82,26,56,1,2024-01-29 06:45:59
I0074,M044,Cold Coffee,Beverages,79,12,67,1,2022-07-15 15:34:47
I0075,M033,Vada Pav,Snacks,42,11,31,1,2024-08-12 13:38:35
I0076,M035,Margherita Pizza,Pizza,305,114,191,1,2024-06-27 14:01:58
I0077,M013,Rava Dosa,South Indian,178,36,142,1,2023-09-15 15:14:50
I0078,M048,Aloo Gobi,Indian Main Course,237,89,148,1,2022-06-03 13:17:27
I0079,M036,Medu Vada,South Indian,89,24,65,1,2023-05-07 15:28:45
I0080,M004,Margherita Pizza,Pizza,442,174,268,1,2022-01-18 22:42:35
I0081,M009,French Fries,Snacks,92,29,63,1,2024-10-05 02:39:36
I0082,M005,Egg Biryani,Biryani,388,120,268,1,2024-01-14 12:45:21
I0083,M014,Masala Chai,Beverages,58,9,49,1,2024-09-20 10:46:21
I0084,M021,French Fries,Snacks,186,56,130,1,2024-06-23 04:16:03
I0085,M008,Uttapam,South Indian,161,44,117,1,2022-01-01 22:53:38
I0086,M040,Medu Vada,South Indian,143,30,113,1,2023-09-15 02:58:43
I0087,M045,Classic Chicken Burger,Burger,171,76,95,1,2024-06-11 15:38:07
I0088,M036,French Fries,Snacks,135,45,90,0,2023-05-05 20:08:55
I0089,M044,Chilli Chicken,Chinese,276,73,203,1,2025-02-04 08:33:54
I0090,M015,Veg Biryani,Biryani,330,102,228,1,2023-03-25 01:44:49
I0091,M021,Garlic Bread,Snacks,99,25,74,1,2023-03-22 22:03:55
I0092,M023,Cheese Burger,Burger,229,101,128,1,2022-01-04 18:49:51
I0093,M030,Mutton Biryani,Biryani,498,173,325,1,2025-01-04 13:03:49
I0094,M035,Chocolate Brownie,Desserts,141,32,109,1,2023-01-17 00:13:20
I0095,M021,Chicken 65,Snacks,163,55,108,1,2024-04-05 15:41:53
I0096,M022,Ice Cream,Desserts,92,26,66,1,2022-02-18 05:21:26
I0097,M009,Spring Rolls,Chinese,153,48,105,1,2024-04-01 18:32:03
I0098,M017,Cheese Burger,Burger,292,134,158,1,2024-12-20 02:53:27
I0099,M039,Paneer Butter Masala,Indian Main Course,275,97,178,0,2024-04-13 11:56:38
I0100,M028,Masala Dosa,South Indian,175,40,135,1,2022-05-11 16:48:21
I0101,M032,Chocolate Brownie,Desserts,168,44,124,1,2024-03-23 00:19:43
I0102,M011,Dal Makhani,Indian Main Course,100,30,70,1,2022-06-23 08:07:49
I0103,M018,French Fries,Snacks,191,62,129,1,2023-07-12 03:16:03
I0104,M024,Gajar Halwa,Desserts,128,32,96,1,2024-05-17 10:22:48
I0105,M008,Gulab Jamun,Desserts,84,24,60,1,2023-08-17 22:27:47
I0106,M001,Butter Chicken,Indian Main Course,367,134,233,1,2022-07-14 14:37:07
I0107,M025,Chocolate Brownie,Desserts,140,31,109,1,2023-06-03 03:47:45
I0108,M003,Egg Biryani,Biryani,405,139,266,1,2024-01-23 02:17:09
I0109,M017,Cold Coffee,Beverages,140,30,110,1,2024-03-30 20:19:30
I0110,M034,Chicken Biryani,Biryani,382,101,281,1,2022-01-31 05:22:57
I0111,M044,Cheese Burger,Burger,212,89,123,1,2022-06-22 10:24:48
I0112,M036,Samosa,Snacks,148,48,100,1,2023-09-26 11:49:11
I0113,M020,Ice Cream,Desserts,188,53,135,1,2022-08-29 11:49:20
I0114,M042,Veggie Burger,Burger,197,93,104,1,2022-03-24 12:12:30
I0115,M024,BBQ Chicken Pizza,Pizza,563,240,323,1,2023-08-18 11:27:24
I0116,M044,Fried Rice,Chinese,239,78,161,1,2023-03-15 04:08:05
I0117,M027,Butter Chicken,Indian Main Course,448,172,276,1,2022-09-09 08:59:23
I0118,M013,Medu Vada,South Indian,101,27,74,1,2022-06-17 06:59:45
I0119,M033,Aloo Gobi,Indian Main Course,364,117,247,1,2023-09-25 02:04:01
I0120,M020,Paneer Tikka Pizza,Pizza,578,225,353,1,2024-11-08 14:58:07
I0121,M009,Paneer Tikka Pizza,Pizza,455,182,273,1,2023-04-18 09:15:39
I0122,M004,Aloo Gobi,Indian Main Course,385,145,240,1,2022-04-05 12:26:44
I0123,M032,French Fries,Snacks,145,49,96,1,2023-11-04 01:34:44
I0124,M016,Veg Manchurian,Chinese,238,60,178,1,2024-10-02 14:07:06
I0125,M009,Chicken Biryani,Biryani,332,107,225,1,2022-09-05 14:48:44
I0126,M038,Coke,Beverages,113,23,90,1,2025-02-08 20:25:45
I0127,M041,Mango Lassi,Beverages,55,11,44,1,2023-02-02 13:38:40
I0128,M013,Chocolate Brownie,Desserts,111,30,81,1,2024-07-26 21:13:28
I0129,M004,Chilli Chicken,Chinese,335,87,248,1,2024-06-18 01:16:07
I0130,M050,Hakka Noodles,Chinese,250,86,164,1,2023-10-15 09:54:52
I0131,M009,Veg Manchurian,Chinese,239,72,167,1,2023-08-19 11:51:33
I0132,M039,Mutton Biryani,Biryani,363,109,254,0,2024-03-20 23:07:41
I0133,M033,Idli Sambar,South Indian,137,34,103,1,2022-10-26 03:43:55
I0134,M023,Filter Coffee,Beverages,146,30,116,1,2023-07-24 01:43:22
I0135,M030,Chicken 65,Snacks,172,57,115,1,2023-10-11 02:30:39
I0136,M031,Chicken Biryani,Biryani,315,95,220,1,2022-09-01 11:37:00
I0137,M007,Uttapam,South Indian,93,27,66,1,2023-12-17 02:23:03
I0138,M026,Cheese Burger,Burger,267,125,142,1,2025-02-16 22:23:44
I0139,M035,Butter Chicken,Indian Main Course,206,67,139,1,2022-09-21 03:13:08
I0140,M031,Dal Makhani,Indian Main Course,390,153,237,1,2024-05-09 13:42:25
I0141,M032,Gajar Halwa,Desserts,90,23,67,1,2024-01-08 01:14:59
I0142,M021,Egg Biryani,Biryani,498,140,358,1,2022-05-12 22:07:05
I0143,M031,Mutton Biryani,Biryani,291,101,190,1,2023-03-30 05:00:11
I0144,M032,Veg Biryani,Biryani,397,128,269,1,2023-10-29 09:01:08
I0145,M017,Garlic Bread,Snacks,132,43,89,1,2022-06-28 05:34:23
I0146,M006,Rasmalai,Desserts,135,28,107,1,2023-06-03 05:07:17
I0147,M012,Veg Manchurian,Chinese,270,90,180,1,2024-05-30 04:20:36
I0148,M009,Paneer Tikka Pizza,Pizza,545,224,321,1,2023-03-12 20:56:54
I0149,M019,Paneer Butter Masala,Indian Main Course,334,121,213,1,2023-09-13 11:07:05
I0150,M037,Idli Sambar,South Indian,129,38,91,1,2024-10-27 01:11:01
I0151,M013,Gajar Halwa,Desserts,150,32,118,1,2023-06-10 17:17:58
I0152,M029,Paneer Biryani,Biryani,329,95,234,1,2024-10-24 12:10:59
I0153,M006,Butter Chicken,Indian Main Course,205,65,140,1,2025-02-13 06:39:29
I0154,M023,Margherita Pizza,Pizza,345,149,196,1,2025-01-15 03:21:29
I0155,M019,Paneer Tikka Pizza,Pizza,317,136,181,1,2022-12-28 21:22:51
I0156,M032,Uttapam,South Indian,69,15,54,1,2023-09-21 13:37:12
I0157,M017,Double Patty Burger,Burger,142,57,85,1,2022-08-04 00:19:41
I0158,M050,Egg Biryani,Biryani,468,157,311,1,2023-05-21 08:04:54
I0159,M008,Coke,Beverages,137,32,105,1,2022-01-07 21:04:03
I0160,M050,Coke,Beverages,66,14,52,1,2023-05-13 03:07:36
I0161,M047,Veggie Burger,Burger,207,94,113,1,2023-09-06 05:05:26
I0162,M048,Margherita Pizza,Pizza,258,104,154,1,2023-03-19 20:43:00
I0163,M046,Aloo Gobi,Indian Main Course,378,139,239,1,2024-06-03 14:48:01
I0164,M039,Medu Vada,South Indian,106,23,83,1,2025-01-05 15:49:09
I0165,M043,Egg Biryani,Biryani,410,104,306,0,2023-10-25 16:03:38
I0166,M012,Paneer Tikka Pizza,Pizza,578,219,359,1,2022-12-23 20:08:01
I0167,M047,Paneer Butter Masala,Indian Main Course,246,76,170,1,2022-07-23 13:47:51
I0168,M019,Veg Manchurian,Chinese,148,49,99,1,2024-03-03 19:25:54
I0169,M008,Chicken Biryani,Biryani,425,144,281,1,2022-11-16 11:03:18
I0170,M040,Margherita Pizza,Pizza,515,207,308,1,2023-08-30 19:25:46
I0171,M003,Cheese Burger,Burger,284,129,155,1,2023-05-09 18:56:39
I0172,M017,Uttapam,South Indian,97,25,72,1,2023-06-26 22:34:58
I0173,M007,Medu Vada,South Indian,123,29,94,1,2023-11-08 05:29:37
I0174,M024,Paneer Tikka Pizza,Pizza,494,214,280,1,2022-08-23 23:21:22
I0175,M025,Masala Chai,Beverages,62,12,50,1,2023-05-06 18:22:52
I0176,M040,Butter Chicken,Indian Main Course,324,121,203,1,2024-10-18 10:27:01
I0177,M044,Medu Vada,South Indian,126,28,98,1,2024-09-04 23:10:26
I0178,M016,Masala Dosa,South Indian,102,25,77,1,2024-02-16 02:02:23
I0179,M015,French Fries,Snacks,105,26,79,1,2024-03-04 13:02:22
I0180,M008,Veg Manchurian,Chinese,143,47,96,1,2023-11-15 16:09:48
I0181,M048,Vada Pav,Snacks,181,54,127,1,2023-06-30 15:10:02
I0182,M004,Vada Pav,Snacks,142,40,102,1,2023-12-23 15:41:04
I0183,M020,Filter Coffee,Beverages,99,18,81,1,2022-11-13 02:39:07
I0184,M013,Palak Paneer,Indian Main Course,423,158,265,1,2024-03-09 13:59:31
I0185,M028,Paneer Butter Masala,Indian Main Course,285,111,174,1,2022-03-03 03:34:57
I0186,M020,Margherita Pizza,Pizza,304,127,177,1,2022-02-24 02:11:19
I0187,M042,Vada Pav,Snacks,67,17,50,1,2022-12-26 22:09:39
I0188,M015,Cold Coffee,Beverages,82,16,66,1,2023-11-06 00:14:11
I0189,M032,Cheese Burger,Burger,288,125,163,0,2022-03-13 12:51:22
I0190,M002,Filter Coffee,Beverages,82,13,69,1,2023-11-28 12:35:18
I0191,M014,Gajar Halwa,Desserts,170,50,120,1,2023-12-30 07:48:57
I0192,M019,Filter Coffee,Beverages,60,11,49,1,2023-06-26 07:56:46
I0193,M026,Veggie Burger,Burger,139,57,82,1,2023-11-25 18:09:22
I0194,M014,Chicken 65,Snacks,181,56,125,1,2024-09-05 09:49:35
I0195,M019,Mango Lassi,Beverages,127,21,106,1,2024-05-18 06:35:06
I0196,M021,Chilli Chicken,Chinese,319,105,214,0,2022-06-27 00:04:47
I0197,M023,Medu Vada,South Indian,99,24,75,1,2024-11-05 02:11:17
I0198,M025,BBQ Chicken Pizza,Pizza,572,252,320,1,2023-11-01 13:50:03
I0199,M015,Pepperoni Pizza,Pizza,295,125,170,1,2025-02-06 22:35:58
I0200,M032,Chilli Chicken,Chinese,247,85,162,1,2022-06-19 01:01:50
I0201,M025,Fried Rice,Chinese,304,95,209,1,2024-02-15 07:54:15
I0202,M038,Samosa,Snacks,155,44,111,0,2023-11-01 17:11:45
I0203,M037,Mutton Biryani,Biryani,363,124,239,1,2022-12-01 17:47:11
I0204,M005,Cold Coffee,Beverages,34,7,27,1,2024-04-24 23:36:25
I0205,M027,Spring Rolls,Chinese,274,73,201,1,2022-09-29 20:34:01
I0206,M011,Cold Coffee,Beverages,51,8,43,1,2022-04-08 11:30:27
I0207,M020,Gulab Jamun,Desserts,233,55,178,1,2024-03-14 05:27:01
I0208,M028,Samosa,Snacks,173,47,126,1,2023-12-04 21:04:01
I0209,M043,Chilli Chicken,Chinese,292,92,200,1,2022-06-17 15:03:40
I0210,M022,Uttapam,South Indian,72,20,52,1,2024-12-20 12:49:26
I0211,M038,Idli Sambar,South Indian,146,41,105,1,2023-01-24 06:17:55
I0212,M009,Paneer Biryani,Biryani,297,85,212,1,2022-03-21 11:47:48
I0213,M010,Rasmalai,Desserts,113,33,80,1,2023-06-01 15:08:43
I0214,M040,Paneer Biryani,Biryani,423,147,276,1,2023-07-31 19:02:44
I0215,M017,Cheese Burger,Burger,186,76,110,1,2023-07-07 06:09:51
I0216,M047,Mango Lassi,Beverages,76,13,63,1,2025-02-19 06:27:34
I0217,M022,Gulab Jamun,Desserts,163,45,118,1,2025-02-28 10:00:01
I0218,M048,Double Patty Burger,Burger,143,70,73,1,2024-10-30 03:36:03
I0219,M007,Hakka Noodles,Chinese,237,68,169,1,2022-10-28 09:54:19
I0220,M027,French Fries,Snacks,175,56,119,1,2025-02-08 16:14:48
I0221,M017,French Fries,Snacks,137,43,94,1,2022-03-15 22:39:58
I0222,M048,Idli Sambar,South Indian,124,29,95,1,2022-12-19 15:45:19
I0223,M037,Fried Rice,Chinese,208,60,148,1,2024-03-02 13:28:35
I0224,M005,Mutton Biryani,Biryani,283,85,198,1,2023-10-01 13:33:39
I0225,M035,Egg Biryani,Biryani,443,125,318,1,2024-04-15 19:43:29
I0226,M025,Paneer Butter Masala,Indian Main Course,200,62,138,1,2024-06-02 21:01:40
I0227,M048,Chocolate Brownie,Desserts,190,39,151,1,2022-09-11 01:32:35
I0228,M037,French Fries,Snacks,65,22,43,1,2022-11-18 04:23:25
I0229,M015,Rava Dosa,South Indian,153,30,123,1,2024-08-03 02:38:11
I0230,M015,Hakka Noodles,Chinese,320,97,223,1,2024-08-14 06:47:51
I0231,M012,Samosa,Snacks,130,41,89,1,2024-09-20 19:39:12
I0232,M029,Chicken 65,Snacks,89,23,66,1,2022-07-21 16:30:53
I0233,M045,Margherita Pizza,Pizza,515,212,303,1,2024-03-04 09:07:30
I0234,M023,Rava Dosa,South Indian,125,32,93,1,2024-10-25 17:18:44
I0235,M038,Masala Chai,Beverages,141,23,118,0,2023-07-25 04:57:17
I0236,M024,Idli Sambar,South Indian,156,42,114,1,2022-09-21 07:12:04
I0237,M023,Masala Dosa,South Indian,73,17,56,1,2023-08-21 14:14:33
I0238,M035,Veggie Burger,Burger,238,111,127,1,2024-11-17 08:07:18
I0239,M047,Chilli Chicken,Chinese,167,55,112,1,2022-05-28 04:50:04
I0240,M002,Margherita Pizza,Pizza,500,192,308,1,2024-08-17 03:29:20
I0241,M040,Mango Lassi,Beverages,100,22,78,1,2022-02-17 17:22:19
I0242,M026,Margherita Pizza,Pizza,545,198,347,1,2024-11-27 17:35:27
I0243,M007,Mutton Biryani,Biryani,275,85,190,0,2022-01-28 23:04:41
I0244,M037,BBQ Chicken Pizza,Pizza,256,93,163,1,2023-05-27 12:29:50
I0245,M004,Chicken Biryani,Biryani,301,77,224,1,2022-04-08 02:12:27
I0246,M036,Palak Paneer,Indian Main Course,396,131,265,1,2023-06-07 06:05:44
I0247,M001,Idli Sambar,South Indian,111,30,81,1,2023-11-27 17:49:52
I0248,M045,Coke,Beverages,148,36,112,1,2024-09-18 05:31:43
I0249,M007,Hakka Noodles,Chinese,348,115,233,1,2023-04-16 08:42:13
I0250,M045,Chicken 65,Snacks,168,42,126,1,2024-06-12 11:40:52
I0251,M028,Veg Biryani,Biryani,443,147,296,1,2024-01-28 03:48:14
I0252,M032,Egg Biryani,Biryani,457,114,343,0,2023-08-12 03:40:55
I0253,M027,Egg Biryani,Biryani,227,63,164,1,2023-04-29 21:09:09
I0254,M010,Palak Paneer,Indian Main Course,192,66,126,1,2024-09-30 02:57:55
I0255,M030,Ice Cream,Desserts,171,44,127,1,2023-04-04 23:43:06
I0256,M001,Chocolate Brownie,Desserts,95,28,67,1,2024-12-22 08:44:14
I0257,M013,Medu Vada,South Indian,139,30,109,1,2024-12-31 02:10:08
I0258,M038,Double Patty Burger,Burger,283,131,152,1,2023-06-16 00:13:06
I0259,M009,Chocolate Brownie,Desserts,223,59,164,1,2024-10-20 02:58:24
I0260,M021,Chilli Chicken,Chinese,283,81,202,1,2023-01-10 23:51:08
I0261,M006,Paneer Biryani,Biryani,380,97,283,1,2024-08-05 15:37:18
I0262,M034,Garlic Naan,Indian Main Course,334,104,230,1,2024-05-26 07:46:04
I0263,M034,BBQ Chicken Pizza,Pizza,530,213,317,1,2023-07-10 16:16:50
I0264,M008,Samosa,Snacks,61,19,42,1,2022-10-19 10:40:21
I0265,M040,Pepperoni Pizza,Pizza,531,233,298,0,2024-08-27 17:40:00
I0266,M041,Double Patty Burger,Burger,192,86,106,1,2022-06-07 03:08:35
I0267,M029,Cold Coffee,Beverages,125,23,102,1,2023-10-19 03:57:11
I0268,M023,Filter Coffee,Beverages,46,11,35,1,2024-03-18 15:22:54
I0269,M006,Mutton Biryani,Biryani,358,122,236,1,2023-12-09 20:58:12
I0270,M023,Vada Pav,Snacks,69,21,48,1,2022-06-15 00:23:49
I0271,M020,Idli Sambar,South Indian,106,30,76,1,2024-10-03 02:30:10
I0272,M019,Mango Lassi,Beverages,49,10,39,1,2024-12-27 15:19:30
I0273,M011,Filter Coffee,Beverages,55,11,44,1,2024-06-21 15:03:46
I0274,M016,French Fries,Snacks,154,51,103,1,2022-09-27 13:31:30
I0275,M027,Chocolate Brownie,Desserts,241,65,176,1,2024-07-17 22:41:18
I0276,M046,Samosa,Snacks,199,51,148,1,2022-01-03 23:57:28
I0277,M040,Samosa,Snacks,74,22,52,1,2024-10-13 13:36:05
I0278,M015,Medu Vada,South Indian,61,15,46,1,2023-08-21 07:12:32
I0279,M004,Samosa,Snacks,42,11,31,1,2024-03-08 20:50:12
I0280,M005,Veg Manchurian,Chinese,321,110,211,1,2024-11-29 02:45:41
I0281,M023,Veg Manchurian,Chinese,252,87,165,1,2022-01-18 09:24:39
I0282,M047,Veg Biryani,Biryani,235,58,177,1,2025-01-18 13:37:20
I0283,M014,Pepperoni Pizza,Pizza,489,192,297,1,2022-11-26 22:11:13
I0284,M018,Fried Rice,Chinese,336,84,252,1,2022-11-25 20:42:35
I0285,M037,Medu Vada,South Indian,132,28,104,1,2022-01-08 14:23:41
I0286,M032,Chicken 65,Snacks,112,30,82,1,2024-05-04 07:29:13
I0287,M014,Dal Makhani,Indian Main Course,393,140,253,0,2024-10-08 01:15:32
I0288,M020,Ice Cream,Desserts,101,26,75,1,2025-02-17 12:35:30
I0289,M038,Palak Paneer,Indian Main Course,262,93,169,1,2024-04-17 20:05:24
I0290,M030,Mutton Biryani,Biryani,394,115,279,1,2024-02-25 07:52:02
I0291,M012,Coke,Beverages,46,10,36,1,2022-07-06 06:40:56
I0292,M018,Chilli Chicken,Chinese,245,85,160,1,2022-10-21 01:35:25
I0293,M024,Chicken 65,Snacks,83,23,60,1,2023-12-14 07:34:53
I0294,M033,Filter Coffee,Beverages,141,29,112,1,2023-05-18 23:57:40
I0295,M004,Rasmalai,Desserts,169,46,123,1,2023-07-04 06:27:17
I0296,M037,French Fries,Snacks,198,61,137,1,2024-10-18 23:57:04
I0297,M044,Rasmalai,Desserts,159,33,126,1,2024-08-24 12:35:47
I0298,M036,Margherita Pizza,Pizza,303,120,183,1,2023-08-22 18:55:21
I0299,M007,Fried Rice,Chinese,227,67,160,1,2025-02-01 07:50:50
I0300,M015,BBQ Chicken Pizza,Pizza,549,198,351,1,2024-05-31 19:52:24
I0301,M041,Chilli Chicken,Chinese,270,75,195,1,2024-03-03 18:54:05
I0302,M020,BBQ Chicken Pizza,Pizza,329,143,186,1,2023-01-27 12:40:12
I0303,M029,Rava Dosa,South Indian,84,20,64,1,2024-02-13 19:48:52
I0304,M003,Masala Chai,Beverages,130,27,103,1,2022-11-16 03:29:14
I0305,M035,Paneer Butter Masala,Indian Main Course,183,68,115,1,2024-06-25 05:21:41
I0306,M042,Egg Biryani,Biryani,387,106,281,1,2023-08-16 07:08:19
I0307,M024,Medu Vada,South Indian,95,19,76,1,2024-06-02 02:38:18
I0308,M020,Veggie Burger,Burger,256,117,139,1,2022-02-15 05:14:15
I0309,M021,Garlic Naan,Indian Main Course,316,114,202,1,2023-11-23 11:40:11
I0310,M047,Samosa,Snacks,46,11,35,1,2024-09-19 00:39:09
I0311,M004,Gulab Jamun,Desserts,124,28,96,1,2022-03-01 13:56:30
I0312,M029,Classic Chicken Burger,Burger,282,140,142,1,2022-11-01 13:28:27
I0313,M026,Masala Dosa,South Indian,107,24,83,0,2022-07-02 07:04:21
I0314,M001,Filter Coffee,Beverages,55,11,44,1,2022-02-19 18:38:56
I0315,M004,Samosa,Snacks,89,27,62,1,2024-01-10 21:03:57
I0316,M032,Masala Dosa,South Indian,131,38,93,1,2023-07-21 06:32:19
I0317,M039,Rasmalai,Desserts,232,58,174,1,2023-08-17 06:49:02
I0318,M031,Chocolate Brownie,Desserts,135,37,98,1,2022-07-08 04:04:59
I0319,M034,Garlic Bread,Snacks,125,39,86,1,2022-09-25 06:04:08
I0320,M008,Chicken Biryani,Biryani,377,97,280,1,2022-12-14 04:18:13
I0321,M004,Palak Paneer,Indian Main Course,321,113,208,1,2022-05-07 06:03:33
I0322,M031,Mango Lassi,Beverages,86,20,66,1,2022-01-11 07:29:02
I0323,M009,Egg Biryani,Biryani,257,73,184,1,2024-07-22 13:47:15
I0324,M034,Veg Biryani,Biryani,322,109,213,1,2022-08-16 14:32:07
I0325,M007,Masala Dosa,South Indian,176,37,139,1,2022-07-01 17:20:02
I0326,M034,Egg Biryani,Biryani,325,105,220,1,2023-04-02 15:30:33
I0327,M024,Mango Lassi,Beverages,95,20,75,1,2023-09-28 17:13:15
I0328,M040,Garlic Bread,Snacks,136,37,99,1,2023-03-19 17:27:20
I0329,M047,Samosa,Snacks,193,55,138,1,2022-12-02 08:27:08
I0330,M001,Veggie Burger,Burger,267,109,158,1,2025-01-03 02:31:14
I0331,M015,Vada Pav,Snacks,174,47,127,1,2023-09-27 13:51:51
I0332,M013,BBQ Chicken Pizza,Pizza,329,132,197,1,2022-01-03 16:12:33
I0333,M043,Margherita Pizza,Pizza,278,122,156,1,2023-07-04 08:42:47
I0334,M035,Vada Pav,Snacks,80,26,54,1,2022-02-28 05:56:58
I0335,M040,Vada Pav,Snacks,62,17,45,1,2024-01-17 21:21:27
I0336,M044,Chilli Chicken,Chinese,208,56,152,1,2022-10-30 18:39:39
